Address,PostCode,LivingArea,PlotSize,Price,Rooms,href,HouseId,url,TimeStampShallow
Verkadestraat 16,2613 ZL Delft,92 m²,196 m²,"€ 445,000 k.k.",4 rooms,/en/koop/delft/huis-42054379-verkadestraat-16/,42054379,https://www.funda.nl/en/koop/delft/huis-42054379-verkadestraat-16/,2022-12-15T00:25:31.746716+01:00
Zambezilaan 56,2622 LG Delft,134 m²,113 m²,"€ 439,000 k.k.",7 rooms,/en/koop/delft/huis-42054940-zambezilaan-56/,42054940,https://www.funda.nl/en/koop/delft/huis-42054940-zambezilaan-56/,2022-12-15T00:25:31.746716+01:00
Burgemeestersrand 46,2625 NW Delft,129 m²,161 m²,"€ 465,000 k.k.",5 rooms,/en/koop/delft/huis-42050256-burgemeestersrand-46/,42050256,https://www.funda.nl/en/koop/delft/huis-42050256-burgemeestersrand-46/,2022-12-15T00:25:31.746716+01:00
Witmolen 18,2614 LR Delft,125 m²,104 m²,"€ 525,000 k.k.",5 rooms,/en/koop/delft/huis-42055882-witmolen-18/,42055882,https://www.funda.nl/en/koop/delft/huis-42055882-witmolen-18/,2022-12-15T00:25:31.746716+01:00
Venlokas 22,2614 SN Delft,140 m²,214 m²,"€ 695,000 k.k.",6 rooms,/en/koop/delft/huis-42942659-venlokas-22/,42942659,https://www.funda.nl/en/koop/delft/huis-42942659-venlokas-22/,2022-12-15T00:25:31.746716+01:00
Waterhoenstraat 12,2623 MB Delft,124 m²,121 m²,"€ 435,000 k.k.",5 rooms,/en/koop/delft/huis-42948231-waterhoenstraat-12/,42948231,https://www.funda.nl/en/koop/delft/huis-42948231-waterhoenstraat-12/,2022-12-15T00:25:31.746716+01:00
Waterloop 26,2614 XC Delft,164 m²,69 m²,"€ 579,000 k.k.",5 rooms,/en/koop/delft/huis-42948128-waterloop-26/,42948128,https://www.funda.nl/en/koop/delft/huis-42948128-waterloop-26/,2022-12-15T00:25:31.746716+01:00
Maerten Trompstraat 4,2628 RD Delft,148 m²,124 m²,"€ 725,000 k.k.",6 rooms,/en/koop/delft/huis-42948184-maerten-trompstraat-4/,42948184,https://www.funda.nl/en/koop/delft/huis-42948184-maerten-trompstraat-4/,2022-12-15T00:25:31.746716+01:00
Laan van Lekkerkerk 96,2614 MN Delft,106 m²,93 m²,"€ 489,500 k.k.",5 rooms,/en/koop/delft/huis-42934199-laan-van-lekkerkerk-96/,42934199,https://www.funda.nl/en/koop/delft/huis-42934199-laan-van-lekkerkerk-96/,2022-12-15T00:25:31.746716+01:00
Churchilllaan 17,2625 GS Delft,114 m²,157 m²,"€ 419,500 k.k.",5 rooms,/en/koop/delft/huis-42930626-churchilllaan-17/,42930626,https://www.funda.nl/en/koop/delft/huis-42930626-churchilllaan-17/,2022-12-15T00:25:31.746716+01:00
Raad van Europalaan 19,2625 PA Delft,203 m²,243 m²,"€ 650,000 k.k.",6 rooms,/en/koop/delft/huis-88390170-raad-van-europalaan-19/,88390170,https://www.funda.nl/en/koop/delft/huis-88390170-raad-van-europalaan-19/,2022-12-15T00:25:31.746716+01:00
Van Alkemadestraat 3,2614 EP Delft,123 m²,103 m²,"€ 465,000 k.k.",5 rooms,/en/koop/delft/huis-42923005-van-alkemadestraat-3/,42923005,https://www.funda.nl/en/koop/delft/huis-42923005-van-alkemadestraat-3/,2022-12-15T00:25:31.746716+01:00
Van Tijenstraat 30,2628 ZM Delft,201 m²,142 m²,"€ 850,000 k.k.",7 rooms,/en/koop/delft/huis-42921047-van-tijenstraat-30/,42921047,https://www.funda.nl/en/koop/delft/huis-42921047-van-tijenstraat-30/,2022-12-15T00:25:31.746716+01:00
Laan van Overvest 33,2613 DK Delft,148 m²,266 m²,"€ 845,000 k.k.",5 rooms,/en/koop/delft/huis-42917386-laan-van-overvest-33/,42917386,https://www.funda.nl/en/koop/delft/huis-42917386-laan-van-overvest-33/,2022-12-15T00:25:31.746716+01:00
Straat van Malakka 46,2622 KM Delft,177 m²,260 m²,"€ 745,000 k.k.",6 rooms,/en/koop/delft/huis-42917274-straat-van-malakka-46/,42917274,https://www.funda.nl/en/koop/delft/huis-42917274-straat-van-malakka-46/,2022-12-15T00:25:31.746716+01:00
Westvest 273,2611 BX Delft,79 m²,,"€ 389,000 k.k.",3 rooms,/en/koop/delft/appartement-42949809-westvest-273/,42949809,https://www.funda.nl/en/koop/delft/appartement-42949809-westvest-273/,2022-12-15T00:25:32.153789+01:00
Van Leeuwenhoekpark 15 B,2611 DW Delft,156 m²,,"€ 895,000 k.k.",5 rooms,/en/koop/delft/appartement-42931350-van-leeuwenhoekpark-15-b/,42931350,https://www.funda.nl/en/koop/delft/appartement-42931350-van-leeuwenhoekpark-15-b/,2022-12-15T00:25:32.153789+01:00
Herman Gorterhof 154,2624 XL Delft,70 m²,,"€ 235,000 k.k.",4 rooms,/en/koop/delft/appartement-42929606-herman-gorterhof-154/,42929606,https://www.funda.nl/en/koop/delft/appartement-42929606-herman-gorterhof-154/,2022-12-15T00:25:32.153789+01:00
Oostplantsoen 109,2611 WL Delft,136 m²,,"€ 575,000 k.k.",3 rooms,/en/koop/delft/appartement-42917225-oostplantsoen-109/,42917225,https://www.funda.nl/en/koop/delft/appartement-42917225-oostplantsoen-109/,2022-12-15T00:25:32.153789+01:00
Westvest 199,2611 BZ Delft,80 m²,,"€ 315,000 k.k.",3 rooms,/en/koop/delft/appartement-42998525-westvest-199/,42998525,https://www.funda.nl/en/koop/delft/appartement-42998525-westvest-199/,2022-12-15T00:25:32.153789+01:00
Aart van der Leeuwlaan 1012,2624 MA Delft,117 m²,,"€ 325,000 k.k.",4 rooms,/en/koop/delft/appartement-42984467-aart-van-der-leeuwlaan-1012/,42984467,https://www.funda.nl/en/koop/delft/appartement-42984467-aart-van-der-leeuwlaan-1012/,2022-12-15T00:25:32.153789+01:00
Herman Gorterhof 114,2624 XJ Delft,70 m²,,"€ 260,000 k.k.",3 rooms,/en/koop/delft/appartement-42983361-herman-gorterhof-114/,42983361,https://www.funda.nl/en/koop/delft/appartement-42983361-herman-gorterhof-114/,2022-12-15T00:25:32.153789+01:00
Machteld van Meterenlaan 27,2628 LN Delft,131 m²,,"€ 725,000 k.k.",4 rooms,/en/koop/delft/appartement-42982943-machteld-van-meterenlaan-27/,42982943,https://www.funda.nl/en/koop/delft/appartement-42982943-machteld-van-meterenlaan-27/,2022-12-15T00:25:32.153789+01:00
Van Miereveltlaan 9 d,2612 XE Delft,165 m²,,"€ 895,000 k.k.",4 rooms,/en/koop/delft/appartement-42981983-van-miereveltlaan-9-d/,42981983,https://www.funda.nl/en/koop/delft/appartement-42981983-van-miereveltlaan-9-d/,2022-12-15T00:25:32.153789+01:00
Bosboom-Toussaintplein 89,2624 DH Delft,66 m²,,"€ 250,000 k.k.",4 rooms,/en/koop/delft/appartement-42986995-bosboom-toussaintplein-89/,42986995,https://www.funda.nl/en/koop/delft/appartement-42986995-bosboom-toussaintplein-89/,2022-12-15T00:25:32.153789+01:00
Roland Holstlaan 1098,2624 JS Delft,75 m²,,"€ 299,500 k.k.",3 rooms,/en/koop/delft/appartement-42826629-roland-holstlaan-1098/,42826629,https://www.funda.nl/en/koop/delft/appartement-42826629-roland-holstlaan-1098/,2022-12-15T00:25:32.153789+01:00
De Vlouw 19,2611 EW Delft,130 m²,,"€ 645,000 k.k.",4 rooms,/en/koop/delft/appartement-42747579-de-vlouw-19/,42747579,https://www.funda.nl/en/koop/delft/appartement-42747579-de-vlouw-19/,2022-12-15T00:25:32.153789+01:00
Wilhelminalaan 64,2625 KJ Delft,116 m²,141 m²,"€ 499,000 k.k.",5 rooms,/en/koop/delft/huis-42913611-wilhelminalaan-64/,42913611,https://www.funda.nl/en/koop/delft/huis-42913611-wilhelminalaan-64/,2022-12-15T00:25:32.153789+01:00
Burgwal 34,2611 GJ Delft,74 m²,26 m²,"€ 445,000 k.k.",3 rooms,/en/koop/delft/huis-42050479-burgwal-34/,42050479,https://www.funda.nl/en/koop/delft/huis-42050479-burgwal-34/,2022-12-15T00:25:32.153789+01:00
Sandinoweg 60,2622 DZ Delft,85 m²,109 m²,"€ 349,500 k.k.",3 rooms,/en/koop/delft/huis-42059393-sandinoweg-60/,42059393,https://www.funda.nl/en/koop/delft/huis-42059393-sandinoweg-60/,2022-12-15T00:25:32.153789+01:00
Gerard van Loonstraat 15,2612 HV Delft,64 m²,108 m²,"€ 319,000 k.k.",3 rooms,/en/koop/delft/huis-42917546-gerard-van-loonstraat-15/,42917546,https://www.funda.nl/en/koop/delft/huis-42917546-gerard-van-loonstraat-15/,2022-12-15T00:25:32.152791+01:00
Kersbergenstraat 20,2628 ZK Delft,147 m²,119 m²,"€ 685,000 k.k.",5 rooms,/en/koop/delft/huis-42916901-kersbergenstraat-20/,42916901,https://www.funda.nl/en/koop/delft/huis-42916901-kersbergenstraat-20/,2022-12-15T00:25:32.152791+01:00
Kristalweg 25,2614 TR Delft,135 m²,259 m²,"€ 575,000 k.k.",4 rooms,/en/koop/delft/huis-88366263-kristalweg-25/,88366263,https://www.funda.nl/en/koop/delft/huis-88366263-kristalweg-25/,2022-12-15T00:25:32.152791+01:00
Conradlaan 25,2627 BT Delft,124 m²,175 m²,"€ 600,000 k.k.",5 rooms,/en/koop/delft/huis-42998952-conradlaan-25/,42998952,https://www.funda.nl/en/koop/delft/huis-42998952-conradlaan-25/,2022-12-15T00:25:32.152791+01:00
Harmenkokslaan 57,2611 TP Delft,109 m²,79 m²,"€ 569,000 k.k.",5 rooms,/en/koop/delft/huis-42997072-harmenkokslaan-57/,42997072,https://www.funda.nl/en/koop/delft/huis-42997072-harmenkokslaan-57/,2022-12-15T00:25:32.152791+01:00
Voorstraat 19,2611 JJ Delft,434 m²,603 m²,"€ 2,950,000 k.k.",11 rooms,/en/koop/delft/huis-42995664-voorstraat-19/,42995664,https://www.funda.nl/en/koop/delft/huis-42995664-voorstraat-19/,2022-12-15T00:25:32.152791+01:00
Van der Kamlaan 32,2625 KM Delft,111 m²,170 m²,"€ 465,000 k.k.",5 rooms,/en/koop/delft/huis-42983959-van-der-kamlaan-32/,42983959,https://www.funda.nl/en/koop/delft/huis-42983959-van-der-kamlaan-32/,2022-12-15T00:25:32.152791+01:00
Moufflonlaan 11,2623 EH Delft,125 m²,125 m²,"€ 450,000 k.k.",6 rooms,/en/koop/delft/huis-42988159-moufflonlaan-11/,42988159,https://www.funda.nl/en/koop/delft/huis-42988159-moufflonlaan-11/,2022-12-15T00:25:32.152791+01:00
Hoflandendreef 405,2614 MT Delft,111 m²,85 m²,"€ 539,000 k.k.",5 rooms,/en/koop/delft/huis-88338192-hoflandendreef-405/,88338192,https://www.funda.nl/en/koop/delft/huis-88338192-hoflandendreef-405/,2022-12-15T00:25:32.152791+01:00
Rotterdamseweg 190,2628 AR Delft,76 m²,103 m²,"€ 399,000 k.k.",3 rooms,/en/koop/delft/huis-42970431-rotterdamseweg-190/,42970431,https://www.funda.nl/en/koop/delft/huis-42970431-rotterdamseweg-190/,2022-12-15T00:25:32.152791+01:00
Oostsingel 96,2612 HG Delft,208 m²,162 m²,"€ 895,000 k.k.",7 rooms,/en/koop/delft/huis-42975156-oostsingel-96/,42975156,https://www.funda.nl/en/koop/delft/huis-42975156-oostsingel-96/,2022-12-15T00:25:32.152791+01:00
Kloosterkade 214,2628 JJ Delft,75 m²,,"€ 375,000 k.k.",4 rooms,/en/koop/delft/appartement-42933106-kloosterkade-214/,42933106,https://www.funda.nl/en/koop/delft/appartement-42933106-kloosterkade-214/,2022-12-15T00:25:32.152791+01:00
Herman Gorterhof 109,2624 XJ Delft,70 m²,,"€ 285,000 k.k.",4 rooms,/en/koop/delft/appartement-42930600-herman-gorterhof-109/,42930600,https://www.funda.nl/en/koop/delft/appartement-42930600-herman-gorterhof-109/,2022-12-15T00:25:32.152791+01:00
Parkzoom 79,2614 TC Delft,123 m²,,"€ 439,000 k.k.",3 rooms,/en/koop/delft/appartement-42936292-parkzoom-79/,42936292,https://www.funda.nl/en/koop/delft/appartement-42936292-parkzoom-79/,2022-12-15T00:25:32.152791+01:00
Menno ter Braaklaan 113,2624 TC Delft,92 m²,,"€ 250,000 k.k.",3 rooms,/en/koop/delft/appartement-42936710-menno-ter-braaklaan-113/,42936710,https://www.funda.nl/en/koop/delft/appartement-42936710-menno-ter-braaklaan-113/,2022-12-15T00:25:32.152791+01:00
Storklaan 58,2613 XV Delft,68 m²,,"€ 325,000 k.k.",3 rooms,/en/koop/delft/appartement-42961382-storklaan-58/,42961382,https://www.funda.nl/en/koop/delft/appartement-42961382-storklaan-58/,2022-12-15T00:25:32.502351+01:00
Markt 30 30a,2611 GV Delft,284 m²,76 m²,"€ 2,100,000 k.k.",5 rooms,/en/koop/delft/huis-42057116-markt-30-30a/,42057116,https://www.funda.nl/en/koop/delft/huis-42057116-markt-30-30a/,2022-12-15T00:25:32.502351+01:00
Roland Holstlaan 1197,2624 KR Delft,78 m²,,"€ 250,000 k.k.",3 rooms,/en/koop/delft/appartement-42931748-roland-holstlaan-1197/,42931748,https://www.funda.nl/en/koop/delft/appartement-42931748-roland-holstlaan-1197/,2022-12-15T00:25:32.502351+01:00
Nieuwe Schoolstraat 51 53,2613 SH Delft,250 m²,164 m²,"€ 1,145,000 k.k.",13 rooms,/en/koop/delft/huis-88287341-nieuwe-schoolstraat-51-53/,88287341,https://www.funda.nl/en/koop/delft/huis-88287341-nieuwe-schoolstraat-51-53/,2022-12-15T00:25:32.502351+01:00
Abtsregt 25,2622 KN Delft,234 m²,,"€ 1,195,000 k.k.",4 rooms,/en/koop/delft/appartement-42942174-abtsregt-25/,42942174,https://www.funda.nl/en/koop/delft/appartement-42942174-abtsregt-25/,2022-12-15T00:25:32.502351+01:00
Voorstraat 68 a,2611 JS Delft,200 m²,686 m²,"€ 1,195,000 k.k.",6 rooms,/en/koop/delft/huis-42808406-voorstraat-68-a/,42808406,https://www.funda.nl/en/koop/delft/huis-42808406-voorstraat-68-a/,2022-12-15T00:25:32.502351+01:00
Sint Jorisweg 46,2612 GA Delft,75 m²,,"€ 300,000 k.k.",3 rooms,/en/koop/delft/appartement-42935106-sint-jorisweg-46/,42935106,https://www.funda.nl/en/koop/delft/appartement-42935106-sint-jorisweg-46/,2022-12-15T00:25:32.502351+01:00
Guineelaan 34,2622 DJ Delft,117 m²,118 m²,"€ 415,000 k.k.",5 rooms,/en/koop/delft/huis-88393946-guineelaan-34/,88393946,https://www.funda.nl/en/koop/delft/huis-88393946-guineelaan-34/,2022-12-15T00:25:32.502351+01:00
Chilipad 9,2622 AZ Delft,74 m²,,"€ 365,000 k.k.",3 rooms,/en/koop/delft/appartement-42932377-chilipad-9/,42932377,https://www.funda.nl/en/koop/delft/appartement-42932377-chilipad-9/,2022-12-15T00:25:32.502351+01:00
Verwersdijk 41,2611 ND Delft,71 m²,,"€ 395,000 k.k.",3 rooms,/en/koop/delft/appartement-42904257-verwersdijk-41/,42904257,https://www.funda.nl/en/koop/delft/appartement-42904257-verwersdijk-41/,2022-12-15T00:25:32.502351+01:00
Spoorsingel 87,2613 BB Delft,170 m²,,"€ 650,000 k.k.",6 rooms,/en/koop/delft/appartement-88346660-spoorsingel-87/,88346660,https://www.funda.nl/en/koop/delft/appartement-88346660-spoorsingel-87/,2022-12-15T00:25:32.502351+01:00
Oostplantsoen 101,2611 WL Delft,121 m²,,"€ 525,000 k.k.",4 rooms,/en/koop/delft/appartement-42928521-oostplantsoen-101/,42928521,https://www.funda.nl/en/koop/delft/appartement-42928521-oostplantsoen-101/,2022-12-15T00:25:32.502351+01:00
A.M. de Jonglaan 29,2624 LB Delft,145 m²,192 m²,"€ 495,000 k.k.",6 rooms,/en/koop/delft/huis-42065663-am-de-jonglaan-29/,42065663,https://www.funda.nl/en/koop/delft/huis-42065663-am-de-jonglaan-29/,2022-12-15T00:25:32.502351+01:00
Molstraat 3 3a,2611 EM Delft,177 m²,106 m²,"€ 740,000 k.k.",8 rooms,/en/koop/delft/huis-42065461-molstraat-3-3a/,42065461,https://www.funda.nl/en/koop/delft/huis-42065461-molstraat-3-3a/,2022-12-15T00:25:32.502351+01:00
Harmenkokslaan 64,2611 TS Delft,59 m²,60 m²,"€ 360,000 k.k.",3 rooms,/en/koop/delft/huis-42050663-harmenkokslaan-64/,42050663,https://www.funda.nl/en/koop/delft/huis-42050663-harmenkokslaan-64/,2022-12-15T00:25:32.502351+01:00
Bastiaansplein 131,2611 DC Delft,161 m²,,"€ 795,000 k.k.",4 rooms,/en/koop/delft/appartement-42995910-bastiaansplein-131/,42995910,https://www.funda.nl/en/koop/delft/appartement-42995910-bastiaansplein-131/,2022-12-15T00:25:32.503350+01:00
Vlamingstraat 34 a,2611 KX Delft,69 m²,,"€ 340,000 k.k.",3 rooms,/en/koop/delft/appartement-42987963-vlamingstraat-34-a/,42987963,https://www.funda.nl/en/koop/delft/appartement-42987963-vlamingstraat-34-a/,2022-12-15T00:25:32.503350+01:00
Brasserskade 132,2612 CH Delft,65 m²,,"€ 275,000 k.k.",2 rooms,/en/koop/delft/appartement-42985291-brasserskade-132/,42985291,https://www.funda.nl/en/koop/delft/appartement-42985291-brasserskade-132/,2022-12-15T00:25:32.503350+01:00
Oostsingel 149 D,2612 HJ Delft,112 m²,,"€ 575,000 k.k.",3 rooms,/en/koop/delft/appartement-42972664-oostsingel-149-d/,42972664,https://www.funda.nl/en/koop/delft/appartement-42972664-oostsingel-149-d/,2022-12-15T00:25:32.503350+01:00
Roland Holstlaan 1126,2624 JT Delft,63 m²,,"€ 230,000 k.k.",2 rooms,/en/koop/delft/appartement-42962742-roland-holstlaan-1126/,42962742,https://www.funda.nl/en/koop/delft/appartement-42962742-roland-holstlaan-1126/,2022-12-15T00:25:32.503350+01:00
Parkzoom 251,2614 TE Delft,105 m²,,"€ 545,000 k.k.",3 rooms,/en/koop/delft/appartement-42969995-parkzoom-251/,42969995,https://www.funda.nl/en/koop/delft/appartement-42969995-parkzoom-251/,2022-12-15T00:25:32.503350+01:00
Nieuwe Schoolstraat 49,2613 SH Delft,80 m²,,"€ 350,000 k.k.",3 rooms,/en/koop/delft/appartement-42958691-nieuwe-schoolstraat-49/,42958691,https://www.funda.nl/en/koop/delft/appartement-42958691-nieuwe-schoolstraat-49/,2022-12-15T00:25:32.503350+01:00
Aart van der Leeuwlaan 1034,2624 MA Delft,90 m²,,"€ 289,000 k.k.",3 rooms,/en/koop/delft/appartement-42956335-aart-van-der-leeuwlaan-1034/,42956335,https://www.funda.nl/en/koop/delft/appartement-42956335-aart-van-der-leeuwlaan-1034/,2022-12-15T00:25:32.503350+01:00
Trompetstraat 38,2611 KN Delft,125 m²,,"€ 525,000 k.k.",5 rooms,/en/koop/delft/appartement-42844057-trompetstraat-38/,42844057,https://www.funda.nl/en/koop/delft/appartement-42844057-trompetstraat-38/,2022-12-15T00:25:32.503350+01:00
Roland Holstlaan 766,2624 JE Delft,76 m²,,"€ 275,000 k.k.",3 rooms,/en/koop/delft/appartement-88281549-roland-holstlaan-766/,88281549,https://www.funda.nl/en/koop/delft/appartement-88281549-roland-holstlaan-766/,2022-12-15T00:25:32.503350+01:00
Zuidwal 41,2611 DD Delft,122 m²,,"€ 560,000 k.k.",5 rooms,/en/koop/delft/appartement-42892064-zuidwal-41/,42892064,https://www.funda.nl/en/koop/delft/appartement-42892064-zuidwal-41/,2022-12-15T00:25:32.503350+01:00
Noordeinde 48,2611 KJ Delft,240 m²,102 m²,"€ 925,000 k.k.",10 rooms,/en/koop/delft/huis-42922158-noordeinde-48/,42922158,https://www.funda.nl/en/koop/delft/huis-42922158-noordeinde-48/,2022-12-15T00:25:32.503350+01:00
Jacob Catsstraat 96,2613 HD Delft,76 m²,,"€ 325,000 k.k.",4 rooms,/en/koop/delft/appartement-42970281-jacob-catsstraat-96/,42970281,https://www.funda.nl/en/koop/delft/appartement-42970281-jacob-catsstraat-96/,2022-12-15T00:25:32.503350+01:00
Adama van Scheltemaplein 48,2624 PG Delft,91 m²,,"€ 225,000 k.k.",3 rooms,/en/koop/delft/appartement-88363322-adama-van-scheltemaplein-48/,88363322,https://www.funda.nl/en/koop/delft/appartement-88363322-adama-van-scheltemaplein-48/,2022-12-15T00:25:32.503350+01:00
Aart van der Leeuwlaan 62,2624 LD Delft,104 m²,,"€ 309,500 k.k.",4 rooms,/en/koop/delft/appartement-42989894-aart-van-der-leeuwlaan-62/,42989894,https://www.funda.nl/en/koop/delft/appartement-42989894-aart-van-der-leeuwlaan-62/,2022-12-15T00:25:32.503350+01:00
Oosteinde 1,2611 VA Delft,131 m²,,"€ 475,000 k.k.",5 rooms,/en/koop/delft/appartement-42988434-oosteinde-1/,42988434,https://www.funda.nl/en/koop/delft/appartement-42988434-oosteinde-1/,2022-12-15T00:25:32.950842+01:00
Roland Holstlaan 774,2624 JE Delft,75 m²,,"€ 250,000 k.k.",3 rooms,/en/koop/delft/appartement-42835680-roland-holstlaan-774/,42835680,https://www.funda.nl/en/koop/delft/appartement-42835680-roland-holstlaan-774/,2022-12-15T00:25:32.950842+01:00
Doelenstraat 157,2611 NS Delft,158 m²,,"€ 595,000 k.k.",6 rooms,/en/koop/delft/appartement-42879491-doelenstraat-157/,42879491,https://www.funda.nl/en/koop/delft/appartement-42879491-doelenstraat-157/,2022-12-15T00:25:32.950842+01:00
Balistraat 5,2612 ED Delft,74 m²,,"€ 299,000 k.k.",5 rooms,/en/koop/delft/appartement-42915438-balistraat-5/,42915438,https://www.funda.nl/en/koop/delft/appartement-42915438-balistraat-5/,2022-12-15T00:25:32.950842+01:00
Vlamingstraat 36,2611 KX Delft,180 m²,175 m²,"€ 950,000 k.k.",6 rooms,/en/koop/delft/huis-88412179-vlamingstraat-36/,88412179,https://www.funda.nl/en/koop/delft/huis-88412179-vlamingstraat-36/,2022-12-15T00:25:32.950842+01:00
Hof van Delftlaan 61,2613 BK Delft,398 m²,254 m²,"€ 1,200,000 k.k.",18 rooms,/en/koop/delft/huis-42872099-hof-van-delftlaan-61/,42872099,https://www.funda.nl/en/koop/delft/huis-42872099-hof-van-delftlaan-61/,2022-12-15T00:25:32.950842+01:00
Frederik Matthesstraat 11,2613 ZX Delft,68 m²,167 m²,"€ 325,000 k.k.",3 rooms,/en/koop/delft/huis-42065458-frederik-matthesstraat-11/,42065458,https://www.funda.nl/en/koop/delft/huis-42065458-frederik-matthesstraat-11/,2022-12-15T00:25:32.950842+01:00
